시군명,상호명,업종코드,업태명,업종명(종목명),소재지도로명주소,소재지지번주소,전화번호,사용가능한지역화폐명,지류형지역화폐사용가능여부,카드형지역화폐사용가능여부,모바일형지역화폐사용가능여부,우편번호,위도,경도,데이터기준일자
안양시,신전떡볶이,,,★음식점,경기도 안양시 만안구 성결대학로 27,경기도 안양시 만안구 안양동 599-8번지,031-448-3331,안양사랑상품권,Y,N,,14094,37.3824676,126.9311244,2018-12-21
안양시,남부칼국수,,,★음식점,경기도 안양시 만안구 장내로140번길 37,경기도 안양시 만안구 안양동 622-119번지,031-442-7865,안양사랑상품권,Y,N,,13996,37.3964063,126.9244255,2018-12-21
안양시,원조멸치국수,,,★음식점,경기도 안양시 동안구 엘에스로 45,경기도 안양시 동안구 호계동 711-1번지,031-455-0250,안양사랑상품권,Y,N,,14121,37.3674392,126.9547996,2018-12-21
안양시,국수나무덕천점,,,★음식점,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393번지 래미안안양메가트리아,031-443-4838,안양사랑상품권,Y,N,,14038,37.394623,126.931719,2018-12-21
안양시,이모네주먹밥,,,★음식점,경기도 안양시 만안구 양화로36번길 10,경기도 안양시 만안구 안양동 951-3번지,031-443-6347,안양사랑상품권,Y,N,,14007,37.3972523,126.9143124,2018-12-21
안양시,런던떡볶이,,,★음식점,경기도 안양시 만안구 양화로135번길 24,경기도 안양시 만안구 박달동 45-9번지,031-464-1664,안양사랑상품권,Y,N,,13980,37.4043603,126.907871,2018-12-21
안양시,유가네김밥,,,★음식점,경기도 안양시 만안구 양화로135번길 25,경기도 안양시 만안구 박달동 45-16번지,031-465-1622,안양사랑상품권,Y,N,,13984,37.4041311,126.9077846,2018-12-21
안양시,김밥스토어,,,★음식점,"경기도 안양시 만안구 병목안로 16(안양동, 유일 보노빌)",경기도 안양시 만안구 안양동 782-15번지 유일보노빌,031-347-3355,안양사랑상품권,Y,N,,14001,37.3991024,126.9186563,2018-12-21
안양시,괴물떡볶이,,,★음식점,경기도 안양시 만안구 안양로329번길 61,경기도 안양시 만안구 안양동 873-154번지,031-465-4888,안양사랑상품권,Y,N,,14005,37.4007516,126.9158535,2018-12-21
안양시,통큰분식,,,★음식점,경기도 안양시 만안구 장내로99번길 21,경기도 안양시 만안구 안양동 711-87번지,031-464-3232,안양사랑상품권,Y,N,,14002,37.3966048,126.9185018,2018-12-21
안양시,김밥천국,,,★음식점,경기도 안양시 만안구 경수대로 1201,경기도 안양시 만안구 석수동 182-2번지,031-471-9915,안양사랑상품권,Y,N,,13961,37.4160266,126.9143329,2018-12-21
안양시,평촌손칼국수,,,★음식점,경기도 안양시 동안구 관평로182번길 54,경기도 안양시 동안구 관양동 1604-4번지,031-387-4436,안양사랑상품권,Y,N,,14066,37.3938625,126.9632684,2018-12-21
안양시,꽃과국수,,,★음식점,경기도 안양시 만안구 냉천로31번길 26,경기도 안양시 만안구 안양동 478-17번지,031-442-8889,안양사랑상품권,Y,N,,14091,37.3844561,126.926243,2018-12-21
안양시,별나라푸드잔치,,,★음식점,경기도 안양시 만안구 경수대로 1207,경기도 안양시 만안구 석수동 177-6번지,031-471-3311,안양사랑상품권,Y,N,,13961,37.4165241,126.913747,2018-12-21
안양시,산해홍미불닭발,,,★음식점,경기도 안양시 동안구 관평로305번길 32,경기도 안양시 동안구 관양동 1387-15번지,031-466-7771,안양사랑상품권,Y,N,,13936,37.4039622,126.9553803,2018-12-21
안양시,굼터,,,★음식점,경기도 안양시 동안구 평촌대로 419-7,경기도 안양시 동안구 비산동 1017-21번지,031-382-7376,안양사랑상품권,Y,N,,13918,37.4082887,126.9502551,2018-12-21
안양시,국수집,,,★음식점,경기도 안양시 동안구 흥안대로145번길 79,경기도 안양시 동안구 호계동 986-15번지,031-477-5330,안양사랑상품권,Y,N,,14109,37.3742595,126.9581349,2018-12-21
안양시,별미손칼국수,,,★음식점,경기도 안양시 동안구 경수대로556번길 32,경기도 안양시 동안구 호계동 998번지,031-455-5818,안양사랑상품권,Y,N,,14111,37.3729119,126.9595198,2018-12-21
안양시,웰빙맛집,,,★음식점,경기도 안양시 동안구 흥안대로133번길 49,경기도 안양시 동안구 호계동 995-8번지,031-429-2151,안양사랑상품권,Y,N,,14112,37.3729177,126.9586063,2018-12-21
안양시,황소한마당,,,★음식점,경기도 안양시 동안구 경수대로556번길 32,경기도 안양시 동안구 호계동 998번지,031-451-1060,안양사랑상품권,Y,N,,14111,37.3729119,126.9595198,2018-12-21
안양시,두레박쉼터,,,★음식점,경기도 안양시 동안구 경수대로556번길 32,경기도 안양시 동안구 호계동 998번지,031-427-3891,안양사랑상품권,Y,N,,14111,37.3729119,126.9595198,2018-12-21
안양시,지성식당,,,★음식점,경기도 안양시 동안구 경수대로544번길 29,경기도 안양시 동안구 호계동 997-22번지,031-477-4124,안양사랑상품권,Y,N,,14112,37.3716946,126.9596168,2018-12-21
안양시,송주불냉면,,,★음식점,경기도 안양시 동안구 흥안대로125번길 24,경기도 안양시 동안구 호계동 997-30번지,031-477-7786,안양사랑상품권,Y,N,,14112,37.3717697,126.9588941,2018-12-21
안양시,호계시장활어횟집,,,★음식점,경기도 안양시 동안구 흥안대로125번길 29,경기도 안양시 동안구 호계동 996-17번지,031-452-5433,안양사랑상품권,Y,N,,14112,37.3720558,126.9585708,2018-12-21
안양시,심야식당,,,★음식점,경기도 안양시 동안구 평촌대로223번길 36,경기도 안양시 동안구 호계동 1044번지,031-387-7181,안양사랑상품권,Y,N,,14072,37.391015,126.9536566,2018-12-21
안양시,호주식월남쌈정원,,,★음식점,경기도 안양시 동안구 삼현로 12,경기도 안양시 동안구 관양동 104-3번지,031-424-8811,안양사랑상품권,Y,N,,13929,37.4062931,126.9738484,2018-12-21
안양시,하와이식당,,,★음식점,경기도 안양시 동안구 흥안대로517번길 46,경기도 안양시 동안구 관양동 1492-15번지,031-421-4095,안양사랑상품권,Y,N,,13951,37.400007,126.9738633,2018-12-21
안양시,영심이네떡볶이,,,★음식점,경기도 안양시 동안구 학의로 282,경기도 안양시 동안구 관양동 810번지,031-337-6667,안양사랑상품권,Y,N,,14056,37.4004544,126.9689023,2018-12-21
안양시,코주박,,,★음식점,경기도 안양시 동안구 흥안대로493번길 52,경기도 안양시 동안구 관양동 1496-19번지,070-8836-1496,안양사랑상품권,Y,N,,13951,37.399417,126.9747678,2018-12-21
안양시,펀비어킹안양평촌주민센터점,,,★음식점,경기도 안양시 동안구 흥안대로 456,경기도 안양시 동안구 평촌동 89-2번지,031-341-5588,안양사랑상품권,Y,N,,14062,37.3945635,126.9758629,2018-12-21
안양시,우리식당,,,★음식점,경기도 안양시 동안구 경수대로651번길 14-14,경기도 안양시 동안구 호계동 933-23번지,031-477-7707,안양사랑상품권,Y,N,,14082,37.3806501,126.952831,2018-12-21
안양시,연포불낙,,,★음식점,경기도 안양시 만안구 안양로147번길 18,경기도 안양시 만안구 안양동 493-24번지,031-444-4229,안양사랑상품권,Y,N,,14092,37.3871638,126.9297744,2018-12-21
안양시,대물림전복낙지,,,★음식점,경기도 안양시 동안구 귀인로190번길 70-9,경기도 안양시 동안구 평촌동 925번지,031-382-3525,안양사랑상품권,Y,N,,14103,37.38186,126.9619166,2018-12-21
안양시,국수나무 평촌점,,,★음식점,경기도 안양시 동안구 귀인로 192,경기도 안양시 동안구 평촌동 901-1번지,031-381-1241,안양사랑상품권,Y,N,,14103,37.3851991,126.9605725,2018-12-21
안양시,개성면옥,,,★음식점,경기도 안양시 만안구 박달로 579,경기도 안양시 만안구 안양동 693-2번지,031-469-0041,안양사랑상품권,Y,N,,13988,37.4029464,126.9171987,2018-12-21
안양시,마산식당,,,★음식점,경기도 안양시 만안구 장내로150번길 4,경기도 안양시 만안구 안양동 622-186번지,031-448-2665,안양사랑상품권,Y,N,,13996,37.3980701,126.9241755,2018-12-21
안양시,낙지섬,,,★음식점,경기도 안양시 만안구 삼막로39번길 11,경기도 안양시 만안구 석수동 72-1번지,031-473-8900,안양사랑상품권,Y,N,,13910,37.4236489,126.9118613,2018-12-21
안양시,맛나분식,,,★음식점,경기도 안양시 동안구 평촌대로243번길 30,경기도 안양시 동안구 비산동 1110-1번지,031-388-6103,안양사랑상품권,Y,N,,14047,37.3928385,126.9530334,2018-12-21
안양시,일번가,,,★음식점,경기도 안양시 동안구 평촌대로243번길 30,경기도 안양시 동안구 비산동 1110-1번지,031-382-3535,안양사랑상품권,Y,N,,14047,37.3928385,126.9530334,2018-12-21
안양시,거문도,,,★음식점,경기도 안양시 동안구 흥안대로517번길 31,경기도 안양시 동안구 관양동 1496-22번지,031-346-0666,안양사랑상품권,Y,N,,13951,37.3998911,126.9747475,2018-12-21
안양시,명가참숯갈비,,,★음식점,경기도 안양시 동안구 귀인로190번길 74,경기도 안양시 동안구 평촌동 924-2번지,031-385-6788,안양사랑상품권,Y,N,,14103,37.3823117,126.9619381,2018-12-21
안양시,청춘극장,,,★음식점,경기도 안양시 동안구 인덕원로24번길 19,경기도 안양시 동안구 관양동 1489-15번지,031-421-1514,안양사랑상품권,Y,N,,13951,37.4013774,126.9753557,2018-12-21
안양시,촌닭숯불바베큐,,,★음식점,경기도 안양시 동안구 관평로182번길 48,경기도 안양시 동안구 관양동 1604-1번지,031-386-5050,안양사랑상품권,Y,N,,14066,37.3937484,126.9629444,2018-12-21
안양시,회사랑맛집,,,★음식점,경기도 안양시 동안구 인덕원로 19-2,경기도 안양시 동안구 관양동 1485-13번지,031-422-5727,안양사랑상품권,Y,N,,13950,37.4016323,126.9738929,2018-12-21
안양시,그랑펍(LS타워점),,,★음식점,경기도 안양시 동안구 엘에스로 127,경기도 안양시 동안구 호계동 1026-6번지,031-8090-8699,안양사랑상품권,Y,N,,14119,37.3724043,126.9472029,2018-12-21
안양시,성경만두요리전문점,,,★음식점,경기도 안양시 동안구 시민대로 295,경기도 안양시 동안구 관양동 1597번지,031-436-2777,안양사랑상품권,Y,N,,14054,37.395602,126.9628245,2018-12-21
안양시,숯불구이족발천하대만족,,,★음식점,경기도 안양시 만안구 냉천로 148,경기도 안양시 만안구 안양동 627-132번지,031-444-7737,안양사랑상품권,Y,N,,13999,37.3938418,126.9225634,2018-12-21
안양시,장어랑,,,★음식점,경기도 안양시 동안구 관악대로 72-1,경기도 안양시 동안구 비산동 558-2번지,031-348-0766,안양사랑상품권,Y,N,,13955,37.3975117,126.9324718,2018-12-21
안양시,본도시락(안양동점),,,★음식점,경기도 안양시 만안구 박달로 541,경기도 안양시 만안구 박달동 75-17번지,031-443-4282,안양사랑상품권,Y,N,,13987,37.402744,126.9127351,2018-12-21
안양시,제주탑돈,,,★음식점,경기도 안양시 동안구 귀인로190번길 39-20,경기도 안양시 동안구 평촌동 919-10번지,031-388-1556,안양사랑상품권,Y,N,,14103,37.3837397,126.9619914,2018-12-21
안양시,연안식당,,,★음식점,경기도 안양시 동안구 평촌대로223번길 27,경기도 안양시 동안구 호계동 1047-2번지,031-382-3666,안양사랑상품권,Y,N,,14072,37.3907291,126.9541939,2018-12-21
안양시,육화몽,,,★음식점,경기도 안양시 동안구 동편로20번길 28,경기도 안양시 동안구 관양동 1725-5번지,031-422-6450,안양사랑상품권,Y,N,,13929,37.4053996,126.9724853,2018-12-21
안양시,아리랑우동집,,,★음식점,경기도 안양시 동안구 관악대로373번길 5,경기도 안양시 동안구 관양동 1423-5번지,031-422-6122,안양사랑상품권,Y,N,,13938,37.4049122,126.9642086,2018-12-21
안양시,옥희와인,,,★음식점,경기도 안양시 동안구 시민대로 311,경기도 안양시 동안구 관양동 1746번지,070-8292-3925,안양사랑상품권,Y,N,,14055,37.3960881,126.9646873,2018-12-21
안양시,동아한식셀프식당,,,★음식점,경기도 안양시 동안구 부림로 121,경기도 안양시 동안구 관양동 1608-4번지,031-383-8025,안양사랑상품권,Y,N,,14066,37.3941447,126.9644639,2018-12-21
안양시,사조참치,,,★음식점,경기도 안양시 동안구 관평로182번길 48,경기도 안양시 동안구 관양동 1604-1번지,031-384-1117,안양사랑상품권,Y,N,,14066,37.3937484,126.9629444,2018-12-21
안양시,메인디쉬,,,★음식점,경기도 안양시 동안구 경수대로883번길 26,경기도 안양시 동안구 비산동 466-4번지,031-388-2799,안양사랑상품권,Y,N,,13955,37.3965486,126.9370906,2018-12-21
안양시,지리산남원추어탕,,,★음식점,경기도 안양시 동안구 호성로 20,경기도 안양시 동안구 호계동 1278번지 호계동금호어울림,031-340-5227,안양사랑상품권,Y,N,,14128,37.3635111,126.9637987,2018-12-21
안양시,광팔이네고깃간,,,★음식점,경기도 안양시 동안구 경수대로570번길 6,경기도 안양시 동안구 호계동 995-17번지,031-429-2585,안양사랑상품권,Y,N,,14112,37.3736539,126.9581612,2018-12-21
안양시,에스뜨레야,,,★음식점,경기도 안양시 동안구 귀인로190번길 90-5,경기도 안양시 동안구 평촌동 926-6번지,031-381-5515,안양사랑상품권,Y,N,,14103,37.3824993,126.9629562,2018-12-21
안양시,우리두레 협동조합(수랏간 진수성찬),,,★음식점,경기도 안양시 동안구 귀인로190번길 61-6,경기도 안양시 동안구 평촌동 921-1번지,070-8814-9260,안양사랑상품권,Y,N,,14103,37.3827096,126.9618308,2018-12-21
안양시,화덕에통째로구운족발,,,★음식점,경기도 안양시 동안구 인덕원로 9,경기도 안양시 동안구 관양동 1483-44번지,031-426-2117,안양사랑상품권,Y,N,,13950,37.4007649,126.9734259,2018-12-21
안양시,아지트모티,,,★음식점,경기도 안양시 동안구 흥안대로 120,경기도 안양시 동안구 호계동 1005-2번지,031-457-5881,안양사랑상품권,Y,N,,14123,37.3699954,126.9584134,2018-12-21
안양시,남한강매운탕&홍대포,,,★음식점,경기도 안양시 동안구 흥안대로 456,경기도 안양시 동안구 평촌동 89-2번지,031-425-1966,안양사랑상품권,Y,N,,14062,37.3945635,126.9758629,2018-12-21
안양시,라디오스타,,,★음식점,경기도 안양시 동안구 평촌대로374번길 9,경기도 안양시 동안구 비산동 1031-6번지,031-423-0380,안양사랑상품권,Y,N,,13935,37.4041067,126.9500992,2018-12-21
안양시,청수횟집,,,★음식점,경기도 안양시 만안구 문예로 55,경기도 안양시 만안구 안양동 529-4번지,031-441-6979,안양사랑상품권,Y,N,,14034,37.3866489,126.9335272,2018-12-21
안양시,맞짱소갈비살전문점,,,★음식점,경기도 안양시 동안구 평촌대로223번길 31,경기도 안양시 동안구 호계동 1047번지,031-384-2211,안양사랑상품권,Y,N,,14072,37.3906206,126.9538932,2018-12-21
안양시,홍삼민물장어,,,★음식점,경기도 안양시 만안구 예술공원로 234,경기도 안양시 만안구 석수동 850-2번지,031-474-4445,안양사랑상품권,Y,N,,13911,37.4189372,126.9309638,2018-12-21
안양시,인덕민물장어,,,★음식점,경기도 안양시 동안구 관악대로454번길 12,경기도 안양시 동안구 관양동 1475-11번지,031-425-3579,안양사랑상품권,Y,N,,13949,37.4036704,126.9724939,2018-12-21
안양시,처갓집양념치킨,,,★음식점,경기도 안양시 동안구 학의로 20,경기도 안양시 동안구 비산동 1102번지 관악아파트,031-381-8238,안양사랑상품권,Y,N,,14044,37.3959124,126.9436049,2018-12-21
안양시,가마치옛날통닭,,,★음식점,경기도 안양시 만안구 성결대학로 13,경기도 안양시 만안구 안양동 598-20번지,031-441-4288,안양사랑상품권,Y,N,,14094,37.3830537,126.9326562,2018-12-21
안양시,오늘통닭,,,★음식점,경기도 안양시 동안구 평촌대로 116,경기도 안양시 동안구 평촌동 922-5번지,031-383-1977,안양사랑상품권,Y,N,,14103,37.3830048,126.9609454,2018-12-21
안양시,삼통치킨,,,★음식점,경기도 안양시 동안구 흥안대로456번길 22,경기도 안양시 동안구 평촌동 68-14번지,031-426-7999,안양사랑상품권,Y,N,,14062,37.3941953,126.9769811,2018-12-21
안양시,처갓집양념통닭,,,★음식점,경기도 안양시 만안구 삼봉로 65,경기도 안양시 만안구 박달동 149-1번지,031-468-3392,안양사랑상품권,Y,N,,14017,37.3992392,126.9004185,2018-12-21
안양시,꼬꼬바베큐,,,★음식점,경기도 안양시 동안구 귀인로190번길 39-6,경기도 안양시 동안구 평촌동 917번지,031-388-0033,안양사랑상품권,Y,N,,14103,37.3835909,126.961379,2018-12-21
안양시,수리산치킨호프,,,★음식점,경기도 안양시 만안구 병목안로 220(안양동),경기도 안양시 만안구 안양동 1094-1번지 수리산흥화브라운빌,031-443-9292,안양사랑상품권,Y,N,,14025,37.3850271,126.9060993,2018-12-21
안양시,충만치킨평촌점,,,★음식점,경기도 안양시 동안구 귀인로190번길 128,경기도 안양시 동안구 평촌동 906-10번지,031-387-7137,안양사랑상품권,Y,N,,14103,37.384122,126.9626014,2018-12-21
안양시,대박옛날통치킨,,,★음식점,경기도 안양시 동안구 엘에스로 51,경기도 안양시 동안구 호계동 705-6번지,031-427-7045,안양사랑상품권,Y,N,,14121,37.3682395,126.9540936,2018-12-21
안양시,하림맥시칸,,,★음식점,경기도 안양시 동안구 학의로 24,경기도 안양시 동안구 비산동 1102번지,031-382-0880,안양사랑상품권,Y,N,,14044,37.396067,126.9429331,2018-12-21
안양시,초원바베큐,,,★음식점,경기도 안양시 동안구 부림로 78,경기도 안양시 동안구 평촌동 897-5번지,031-422-3771,안양사랑상품권,Y,N,,14069,37.3908066,126.9671976,2018-12-21
안양시,BBQ호계2점,,,★음식점,경기도 안양시 동안구 경수대로651번길 14-30,경기도 안양시 동안구 호계동 933-25번지,031-456-9282,안양사랑상품권,Y,N,,14082,37.3810613,126.9526585,2018-12-21
안양시,위생닭백화점,,,★음식점,경기도 안양시 만안구 장내로 123,경기도 안양시 만안구 안양동 676-118번지,031-444-9705,안양사랑상품권,Y,N,,14001,37.3970161,126.9213563,2018-12-21
안양시,훌랄라치킨,,,★음식점,경기도 안양시 동안구 동안로 193,경기도 안양시 동안구 비산동 1102-9번지,031-383-8892,안양사랑상품권,Y,N,,14044,37.3953853,126.9482748,2018-12-21
안양시,BHC비산점,,,★음식점,경기도 안양시 동안구 관악대로 169,경기도 안양시 동안구 비산동 405-19번지,031-388-9977,안양사랑상품권,Y,N,,13926,37.3991808,126.9428592,2018-12-21
안양시,지코바평촌1호점,,,★음식점,경기도 안양시 동안구 달안로 71,경기도 안양시 동안구 비산동 1101-9번지,031-385-6554,안양사랑상품권,Y,N,,14043,37.396312,126.9508022,2018-12-21
안양시,치킨구락부 안양메가트리아점,,,★음식점,경기도 안양시 만안구 태평로52번길 37,경기도 안양시 만안구 안양동 1390-5번지,031-441-7738,안양사랑상품권,Y,N,,14037,37.3960775,126.9311473,2018-12-21
안양시,솔밭바베큐,,,★음식점,경기도 안양시 만안구 안양로329번길 92,경기도 안양시 만안구 안양동 873-87번지,031-441-2370,안양사랑상품권,Y,N,,14005,37.4009289,126.9141906,2018-12-21
안양시,본스치킨,,,★음식점,경기도 안양시 만안구 삼덕로 81,경기도 안양시 만안구 안양동 714-204번지,031-469-5793,안양사랑상품권,Y,N,,14003,37.3955822,126.9174456,2018-12-21
안양시,네네치킨,,,★음식점,경기도 안양시 동안구 관평로138번길 24,경기도 안양시 동안구 평촌동 898번지,031-476-2072,안양사랑상품권,Y,N,,14070,37.3897201,126.9636954,2018-12-21
안양시,신통치킨,,,★음식점,경기도 안양시 만안구 장내로 89,경기도 안양시 만안구 안양동 711-410번지,031-464-1118,안양사랑상품권,Y,N,,14002,37.3953811,126.9182529,2018-12-21
안양시,땡큐맘치킨안양호계점,,,★음식점,경기도 안양시 동안구 호성로 20,경기도 안양시 동안구 호계동 1278번지 호계동금호어울림,031-454-8292,안양사랑상품권,Y,N,,14128,37.3635109,126.9637987,2018-12-21
안양시,멕시카나치킨인덕원점,,,★음식점,경기도 안양시 동안구 흥안대로 516,경기도 안양시 동안구 관양동 1505-22번지,031-425-3577,안양사랑상품권,Y,N,,13943,37.400044,126.9774898,2018-12-21
안양시,디디치킨,,,★음식점,경기도 안양시 동안구 동안로 98,경기도 안양시 동안구 호계동 1052번지,031-386-0072,안양사랑상품권,Y,N,,14075,37.3877428,126.9531276,2018-12-21
안양시,이글루치킨,,,★음식점,경기도 안양시 동안구 부림로 113,경기도 안양시 동안구 관양동 1608-2번지,031-387-9294,안양사랑상품권,Y,N,,14066,37.3936839,126.9642003,2018-12-21
안양시,페리카나평촌3점,,,★음식점,경기도 안양시 동안구 관평로 227,경기도 안양시 동안구 관양동 1589-1번지,031-381-7457,안양사랑상품권,Y,N,,14052,37.3967546,126.9578361,2018-12-21
안양시,멕시칸,,,★음식점,경기도 안양시 동안구 동안로 101,경기도 안양시 동안구 호계동 1053-2번지 목련선경아파트,031-383-9292,안양사랑상품권,Y,N,,14074,37.3881179,126.9508712,2018-12-21
안양시,BHC안양관양점,,,★음식점,경기도 안양시 동안구 관악대로342번길 19-8,경기도 안양시 동안구 관양동 1449번지,031-425-8279,안양사랑상품권,Y,N,,13946,37.4026658,126.9615871,2018-12-21
안양시,페리카나,,,★음식점,경기도 안양시 동안구 동안로 259,경기도 안양시 동안구 비산동 377-4번지,031-388-9672,안양사랑상품권,Y,N,,13920,37.4005257,126.9449768,2018-12-21
안양시,훌랄라숯불바베큐,,,★음식점,경기도 안양시 만안구 석천로 173,경기도 안양시 만안구 석수동 289-14번지,031-471-2462,안양사랑상품권,Y,N,,13968,37.4123125,126.9080994,2018-12-21
안양시,비비큐 충훈박달점,,,★음식점,경기도 안양시 만안구 와룡로 21-1,경기도 안양시 만안구 석수동 764-4번지,031-472-4401,안양사랑상품권,Y,N,,13975,37.4062548,126.8978103,2018-12-21
안양시,박달점 굽네치킨,,,★음식점,경기도 안양시 만안구 박달로 506,경기도 안양시 만안구 박달동 85-13번지,031-442-9294,안양사랑상품권,Y,N,,14009,37.4024142,126.9089139,2018-12-21
안양시,페리카나치킨,,,★음식점,경기도 안양시 만안구 병목안로 119,경기도 안양시 만안구 안양동 759-51번지,031-443-3787,안양사랑상품권,Y,N,,14020,37.3929832,126.9100138,2018-12-21
안양시,부어치킨,,,★음식점,경기도 안양시 만안구 병목안로130번길 17,경기도 안양시 만안구 안양동 992-33번지,031-466-8647,안양사랑상품권,Y,N,,14019,37.3921378,126.9083562,2018-12-21
안양시,비비큐치킨,,,★음식점,경기도 안양시 동안구 경수대로570번길 61,경기도 안양시 동안구 호계동 990-4번지,031-458-7221,안양사랑상품권,Y,N,,14109,37.3748289,126.9606037,2018-12-21
안양시,바람난촌닭숯불바베큐,,,★음식점,경기도 안양시 만안구 안양로532번길 27,경기도 안양시 만안구 석수동 266-13번지 관악아파트,031-471-5200,안양사랑상품권,Y,N,,13962,37.4176641,126.9083172,2018-12-21
안양시,치킨영토촌닭바베큐,,,★음식점,경기도 안양시 동안구 달안로 63,경기도 안양시 동안구 비산동 1101-2번지,031-384-1130,안양사랑상품권,Y,N,,14043,37.3959777,126.949862,2018-12-21
안양시,오부장치킨,,,★음식점,경기도 안양시 만안구 박달로497번길 30,경기도 안양시 만안구 박달동 103-2번지,031-465-9994,안양사랑상품권,Y,N,,13984,37.4039576,126.9075727,2018-12-21
안양시,뽕닭두마리하우스,,,★음식점,경기도 안양시 만안구 양화로 8,경기도 안양시 만안구 안양동 714-222번지,031-466-5592,안양사랑상품권,Y,N,,14003,37.3947247,126.9158219,2018-12-21
안양시,치킨시대,,,★음식점,경기도 안양시 만안구 성결대학로 28,경기도 안양시 만안구 안양동 564-4번지,031-441-9942,안양사랑상품권,Y,N,,14093,37.3827658,126.9310898,2018-12-21
안양시,굿치킨,,,★음식점,경기도 안양시 만안구 양화로28번길 68,경기도 안양시 만안구 안양동 1195-7번지,031-348-4343,안양사랑상품권,Y,N,,14007,37.3987358,126.9165244,2018-12-21
안양시,엉클파닭,,,★음식점,경기도 안양시 만안구 냉천로 121,경기도 안양시 만안구 안양동 451-4번지,031-466-3668,안양사랑상품권,Y,N,,14031,37.3917458,126.9239076,2018-12-21
안양시,전기구이옛날통닭,,,★음식점,경기도 안양시 만안구 예술공원로 70,경기도 안양시 만안구 안양동 41-1번지 세림연립,031-473-1756,안양사랑상품권,Y,N,,13958,37.4141334,126.917189,2018-12-21
안양시,총각네바베큐,,,★음식점,경기도 안양시 만안구 성결대학로 11(안양동),경기도 안양시 만안구 안양동 594-7번지 성업주택,031-346-7882,안양사랑상품권,Y,N,,14094,37.383125,126.932912,2018-12-21
안양시,지코바치킨,,,★음식점,경기도 안양시 동안구 흥안대로414번길 20,경기도 안양시 동안구 평촌동 130-1번지 영풍아파트,031-426-7279,안양사랑상품권,Y,N,,14064,37.3905427,126.97499,2018-12-21
안양시,동춘치킨호프,,,★음식점,경기도 안양시 만안구 안양로329번길 93,경기도 안양시 만안구 안양동 873-134번지,031-468-8190,안양사랑상품권,Y,N,,14005,37.4007256,126.9140085,2018-12-21
안양시,강사내통닭,,,★음식점,경기도 안양시 만안구 장내로 125,경기도 안양시 만안구 안양동 676-117번지,031-442-1486,안양사랑상품권,Y,N,,14001,37.3972616,126.9214476,2018-12-21
안양시,처갓집양념치킨,,,★음식점,경기도 안양시 만안구 삼덕로 80-1,경기도 안양시 만안구 안양동 711-185번지,031-444-5592,안양사랑상품권,Y,N,,14002,37.3955636,126.917772,2018-12-21
안양시,또래오래안양3호점,,,★음식점,경기도 안양시 만안구 박달로542번길 38,경기도 안양시 만안구 안양동 903-17번지,031-469-1677,안양사랑상품권,Y,N,,14004,37.4008749,126.9127631,2018-12-21
안양시,돈치킨,,,★음식점,경기도 안양시 만안구 안양로343번길 57-10(안양동),경기도 안양시 만안구 안양동 873-34번지 현대나리빌라,031-444-5982,안양사랑상품권,Y,N,,14005,37.4014499,126.9151102,2018-12-21
안양시,하림맥시칸,,,★음식점,경기도 안양시 만안구 양화로105번길 63,경기도 안양시 만안구 박달동 94-59번지,031-448-5513,안양사랑상품권,Y,N,,14009,37.4015338,126.9084285,2018-12-21
안양시,체스터후라이드치킨,,,★음식점,경기도 안양시 동안구 경수대로555번길 8,경기도 안양시 동안구 호계동 949-15번지,031-477-0079,안양사랑상품권,Y,N,,14115,37.3724174,126.957035,2018-12-21
안양시,지코바,,,★음식점,경기도 안양시 동안구 관평로 324,경기도 안양시 동안구 관양동 1403번지,031-385-9582,안양사랑상품권,Y,N,,13937,37.4049319,126.9577624,2018-12-21
안양시,또봉이통닭,,,★음식점,경기도 안양시 만안구 창박로 41,경기도 안양시 만안구 안양동 1088-1번지,031-465-2292,안양사랑상품권,Y,N,,14025,37.3842205,126.9027366,2018-12-21
안양시,부어치킨안양5동점,,,★음식점,경기도 안양시 만안구 냉천로 148,경기도 안양시 만안구 안양동 627-132번지,031-468-8757,안양사랑상품권,Y,N,,13999,37.3938418,126.9225634,2018-12-21
안양시,페리카나,,,★음식점,경기도 안양시 만안구 덕천로128번길 18,경기도 안양시 만안구 안양동 193-8번지,031-444-0406,안양사랑상품권,Y,N,,14085,37.3911871,126.9349794,2018-12-21
안양시,비비큐치킨,,,★음식점,경기도 안양시 동안구 관양로 299,경기도 안양시 동안구 관양동 1508-5번지,031-421-6762,안양사랑상품권,Y,N,,13943,37.3973577,126.9774908,2018-12-21
안양시,훌랄라 안양3동점,,,★음식점,경기도 안양시 만안구 안양로329번길 111,경기도 안양시 만안구 안양동 900-11번지,031-445-9989,안양사랑상품권,Y,N,,14005,37.4007267,126.9130552,2018-12-21
안양시,안양닭강정,,,★음식점,경기도 안양시 만안구 장내로125번길 51,경기도 안양시 만안구 안양동 676-167번지,031-443-7272,안양사랑상품권,Y,N,,14001,37.3990449,126.9200287,2018-12-21
안양시,팡팡치킨,,,★음식점,경기도 안양시 만안구 삼덕로 25,경기도 안양시 만안구 안양동 613-22번지,031-446-6999,안양사랑상품권,Y,N,,14029,37.3927949,126.9228072,2018-12-21
